Section,Station,Assigned_ID,Reviewed_ID,Title,Abstract,SpeakerAffil,Date,Start,End,Dow,Owner,Speaker,,Cal_Subj,Cal_Loc
SC22-DEMOS,2,,,AWS Batch and AWS Batch for EKS,"Run hundreds of thousands of batch computing workloads without managing infrastructure or a job scheduler with AWS Batch. Stop by for live demos including ""Introduction to AWS Batch"", ""Introduction to AWS Batch on EKS"", ""A cloud-native SciOps pipeline for GROMACS"", ""Run genomics workflows using the Amazon Genomics CLI and AWS Batch""",AWS,17-Nov,10:00,13:00,Thursday,,AWS HPC Team,,,
SC22-DEMOS,3,,,NICE DCV from Amazon Web Services,"Visit our NICE DCV demo station for live demonstrations including ""High-resolution showcase with NICE DCV"" and ""Streaming High-Performance Cloud Gaming with DCV"".",AWS,17-Nov,10:00,13:00,Thursday,,NICE DCV Team,,,
SC22-DEMOS,4,SC22-PD-13,SPC-S13,Simplifying HPC on the AWS Cloud with Research Gateway,"Research Gateway provides a self-service UI portal (featuring SaaS and enterprise models) for researchers to provision, run analysis, and manage the costs of complex HPC architecture on AWS. The solution allows users to create an HPC-powered MyResearch Cloud in less than 30 minutes from a standard catalog, with the ability to incorporate their own tools. Built on AWS ParallelCluster, Research Gateway includes intelligent cost tracking, blueprints for automated migration, and project-based data collaboration and allows researchers to focus on science and research grants without the need for AWS Console access. Central IT can easily extend the self-service models to a group of researchers with built-in governance controls and chargebacks billing.",Relevance Lab,17-Nov,10:00,12:00,Thursday,shutsui@,Puneet Chaddah <puneet@relevancelab.com>,,SC22-DEMOS: Simplifying HPC on the AWS Cloud with Research Gateway (SC22-PD-13 | SPC-S13),
SC22-DEMOS,5,SC22-PD-05,SPC-S05,Making HPC on the AWS Cloud easy with RONIN,"In this demo, learn about RONIN, a web application that provides a user-friendly solution to self-service cloud computing via an intuitive interface, making the enormous power of AWS and AWS HPC accessible to even the most novice users. Harnessing the immense scale, power and capability of AWS, RONIN places research applications as well as scalable, on-demand, cutting-edge CPU and GPU processing power directly in the hands of researchers. The RONIN team have worked with leading research organizations and universities to develop a unique software that releases research from traditional on-premises constraints, empowering researchers and scientists to initiate and scale their research cloud computing at the click of a button.",RONIN,17-Nov,10:00,13:00,Thursday,changkn@,Nathan Albrighton <nathan@ronin.cloud>,,SC22-DEMOS: Making HPC on the AWS Cloud easy with RONIN (SC22-PD-05 | SPC-S05),
SC22-DEMOS,6,SC22-PD-10,SPC-S10,Nimbix-powered HPC cloud on AWS,"In this demo, the Atos Nimbix team presents a state-of-the-art container-based solution for multi-site and cloud-based HPC workloads. Learn about this solution, complete with a fully integrated application marketplace featuring curated, ready-to-use click-to-run workflows for simulation applications and AI/ML/DL software.",Atos,17-Nov,10:00,12:00,Thursday,mmacke@,Holger Gantikow <holger.gantikow@atos.net>,,SC22-DEMOS: Nimbix-powered HPC cloud on AWS (SC22-PD-10 | SPC-S10),
SC22-DEMOS,7,SC22-PD-03,SPC-S03,A high-performance scientific computing platform on AWS for structural biologists,"CryoElectron Microscopy (CryoEM) is revolutionizing the field of structure-based drug design by representing protein structures at that resolutions that are needed for drug discovery. However, CryoEM analysis workflow provides unique challenges for data handling, compute availability, automation, and orchestration. In this demo, learn how Clovertex’s cloud-based scientific discovery platform for structural biologists offers single-click deployment in your VPC so you can scalably and affordably store and process cryoEM data in the cloud. The platform uses 30+ AWS services and brings together the learnings from extensive benchmarking. Empower your scientists to focus on science by reducing cost of analysis and analyzing more structures in a short amount of time.",Clovertex,17-Nov,10:00,12:00,Thursday,bsskjerv@,Deven Atnoor <deven.atnoor@clovertex.com>,,SC22-DEMOS: A high-performance scientific computing platform on AWS for structural biologists (SC22-PD-03 | SPC-S03),
SC22-THEATRE,T,SC22-BT-027,SPC-S61,Quantum computing on AWS: From the lab to the laptop,"It may seem like science fiction, but quantum computing is here—and it’s available on the AWS Cloud. Although production workloads aren’t available yet, Amazon Braket gives you the ability to get quantum-ready by exploring the capabilities of a range of current quantum hardware, including superconducting qubits, ion traps, photonic qubits, and Rydberg atom arrays, with more being added regularly. Join this session for an introduction to quantum computing, learn about how the Braket service works, and hear AWS Partners discuss the novel solutions they’ve built on Braket.",AWS,17-Nov,10:30,11:00,Thursday,xfanyang@,"Jordan Sullivan, Developer Advocate, AWS; Perminder Singh, Senior Partner Solutions Architect, Quantum, AWS",,"SC22-THEATRE: Quantum computing on AWS: From the lab to the laptop (SC22-BT-027	 / SPC-S61)","AWS Booth #2425 | Theatre @ SC'22 Dallas, TX"
SC22-DEMOS,8,SC22-PD-18,SPC-S18,A high-performance simulation platform for quantum chemistry on the cloud,"In this demo, learn how the QEMIST Cloud platform combines AWS cloud infrastructure; compute and managed services like Amazon EC2, Amazon EKS, and Amazon Aurora; and the recently announced high-performance scaling service Karpenter to build a massively parallel multi-cluster supercomputer for chemistry applications. The computing power of this platform was tested by using it to solve a record-breaking near-exact simulation of Decacene (a molecule with ~200 active electrons in ~600 orbitals) in only 11 hours at merely $2K in cloud costs. This demo shows how cloud computing and the latest developments in AI and quantum computing are shaping the future of high-performance simulations for chemistry, advanced materials, and drug discovery.",GoodChemistry,17-Nov,11:00,12:00,Thursday,xfanyang@,Arman Zaribafiyan <arman@goodchemistry.com>,,SC22-DEMOS: A high-performance simulation platform for quantum chemistry on the cloud (SC22-PD-18 | SPC-S18),
SC22-THEATRE,T,SC22-BT-029,SPC-S63,Accelerating machine learning inference on AWS Graviton CPUs,"Over the last few years, machine learning (ML), more specifically deep learning (DL), has become important for the HPC community. DL uses frameworks like TensorFlow and PyTorch, which use underlying hardware features for better performance. In this session, learn about how DL frameworks use ML-specific Arm architecture features like BFloat16 for faster inference on AWS Graviton3 compared to other platforms.",Arm,17-Nov,11:00,11:30,Thursday,mmacke@,"Ashok Bhat, Senior Product Manager, Arm; Milos Puzovic, Principal Software Engineer, Arm",,"SC22-THEATRE: Accelerating machine learning inference on AWS Graviton CPUs (SC22-BT-029	 / SPC-S63)","AWS Booth #2425 | Theatre @ SC'22 Dallas, TX"
SC22-DEMOS,4,SC22-PD-09,SPC-S09,Scheduling made easy with IBM Spectrum LSF on AWS,"Workload schedulers are a necessary component of a HPC cluster. In this demo, learn about IBM Spectrum LSF, a popular choice for HPC workload. Over the past 30 years, LSF has evolved from being just a workload scheduler to represent an entire suite of capabilities covering the lifecycle of HPC jobs. Some customers have run on-premises HPC workloads with LSF for decades and wish to have a seamless experience as they adopt cloud while retaining legacy tools, flows and methodologies, and most importantly, time and resources. IBM LSF has delivered for customers desiring ease in license purchase process, HPC cluster deployment, and operations.",IBM,17-Nov,12:00,14:00,Thursday,changkn@,,,SC22-DEMOS: Scheduling made easy with IBM Spectrum LSF on AWS (SC22-PD-09 | SPC-S09),
SC22-DEMOS,6,SC22-PD-04,SPC-S04,How Rescale & AWS accelerate aerospace R&D & optimize CAE application cost performance,"Rescale, a leading provider for high-performance computing built for AWS, helps customers utilize AWS services like Amazon S3, Amazon EC2, and NICE DCV for engineering and scientific workloads. In this demo, join Rescale engineer Chris Ramirez to learn how aerospace engineers are accelerating compute-driven innovation with Rescale’s platform, which delivers HPC built for the cloud in collaboration with AWS. Find out how organizations automate full-stack HPC operations in the cloud to optimize the cost performance of computer-aided engineering simulations like CFD and FEA.",Rescale,17-Nov,12:00,15:00,Thursday,changkn@,Pete Klein <pklein@rescale.com>,,SC22-DEMOS: How Rescale & AWS accelerate aerospace R&D & optimize CAE application cost performance (SC22-PD-04 | SPC-S04),
SC22-DEMOS,7,SC22-PD-02,SPC-S02,Arm’s multi-platform developer tools on AWS,"Arm Forge—widely used in HPC labs in traditional environments and the cloud—makes HPC debugging and profiling on Amazon EC2 simple regardless of which processor architecture you use. In this demo, learn how Arm Forge offers you tools that provide seamless access to remote servers, and dive deep on profiling experiences with AWS Graviton3 on HPC applications.",Arm,17-Nov,12:00,14:00,Thursday,mmacke@,"Beau Paisley <Beau.Paisley@arm.com>, Louise Spellacy <Louise.Spellacy@arm.com>",,SC22-DEMOS: Arm’s multi-platform developer tools on AWS (SC22-PD-02 | SPC-S02),
SC22-DEMOS,8,SC22-PD-20,SPC-S20,qBraid platform and qBraid-SDK,This hands-on demo shows visitors how to use the qBraid platform and how they can run their first quantum circuits in real time. More experienced users can learn how to run quantum jobs built using Qiskit (IBM) on Amazon Braket. Customers experienced in Qiskit can explore Amazon Braket and many quantum computers available on the AWS platform.,qBraid,17-Nov,12:00,13:00,Thursday,xfanyang@,Kanav Setia <kanavsetia@qbraid.com>,,SC22-DEMOS: qBraid platform and qBraid-SDK (SC22-PD-20 | SPC-S20),
SC22-THEATRE,T,SC22-BT-003,SPC-S39,Elastic Fabric Adapter (EFA) explained,"In this talk we deep-dive into the origins and technology behind our specialized HPC & machine learning network interface, EFA.",AWS,17-Nov,12:00,12:30,Thursday,bouffler@,"Brendan Bouffler, Head of HPC Developer Relations, HPC Engineering AWS, Matt Koop, Principal Engineer, HPC Engineering, AWS",,SC22-THEATRE: Elastic Fabric Adapter (EFA) explained (SC22-BT-003/SPC-S39),"AWS Booth #2425 | Theatre @ SC'22 Dallas, TX"
SC22-DEMOS,2,,,Quantum Computing at AWS,"Come learn about the AWS Center for Quantum Computing, Amazon Quantum Solutions Lab, AWS Partner Network, and Amazon Braket.",AWS,17-Nov,13:00,15:00,Thursday,,AWS Quantum Team,,,
SC22-DEMOS,3,,,Amazon FSx for Lustre and Amazon File Cache,"Join this session to learn about AWS’s newest storage service: Amazon File Cache, which helps you burst HPC workloads to the cloud. Or, come by for a demo of how to configure Amazon FSx for Lustre performance and capacity for high scale, and native access to S3 data.",AWS,17-Nov,13:00,15:00,Thursday,,AWS Storage Team,,,
SC22-DEMOS,8,SC22-PD-22,SPC-S22,Neutral-atom quantum computing with QuEra,"In this demo, QuEra introduces tools and services for quantum computing. Learn about neutral atom–based analog quantum processors and how they are operated. Explore hardware-efficient application directions and how they can be efficiently emulated using AWS HPC resources via QuEra's package, Bloqade.",QuEra,17-Nov,13:00,14:00,Thursday,xfanyang@,Pedro Lopes <plopes@quera.com>,,SC22-DEMOS: Neutral-atom quantum computing with QuEra (SC22-PD-22 | SPC-S22),
